"SourcePostId","Type","Name","Username","Tweet ID (click to view url)","Retweets","Comments","Favorites","Is Retweet?","Date","Tweet Text","Author Followers","Author Friends","Author Favorites","Author Statuses","Author Bio","Author Image","Author Location","Author Verified","Tweet Source","Status URL"
,Post,Milena,Milena2DV,1859639556490002787,,,1,no,2024-11-21 10:46:35,@FalaChupetinha Deram voz pra um criminoso q passa a boiada? Que fortaleceu garimpo ilegal é desmatamento? Sério isso? Aff 🤡,1365,2303,1,7041,,https://pbs.twimg.com/profile_images/1858136076386209792/hTp7s7MN_normal.jpg,Rio Claro Brasil,no,Twitter for Android,https://www.twitter.com/Milena2DV/status/1859639556490002787
,Post,Leandro,Leandro55664439,1859631261905715557,,,1,no,2024-11-21 10:13:37,@KatiaAbreu Moratória pra carne vinda de desmatamento não é birrinha.  Falta agora pra soja produzida no Cerrado. O agro brasileiro é criminoso ambiental há 500 anos.,28,197,1,3069,Advogado triatleta amante de musica livros e de motos. Idealista ambientalista e sonhador....,https://pbs.twimg.com/profile_images/1334512869518548993/wk6F-zYJ_normal.jpg,Itapetinga Brasil,no,Twitter for Android,https://www.twitter.com/Leandro55664439/status/1859631261905715557
,Post,Maya do IPAM,IPAM_Amazonia,1859628968304882105,1,1,1,no,2024-11-21 10:04:30,Carolina Guyot pesquisadora do IPAM afirma na coluna Em Clima de Justiça que a falta de destinação formal para as Florestas Públicas Não Destinadas (FPNDs) contribui para o desmatamento e a grilagem de terras.,53736,934,1,11816,Sou da região amazônica e compartilho informações para todos serem #ProtetoresDaAmazônia. Pesquisadora no IPAM e apaixonada pelas florestas brasileiras 💚,https://pbs.twimg.com/profile_images/1452691174867841029/-XsxvtRP_normal.jpg,Amazônia Brasil,no,Twitter Web App,https://www.twitter.com/IPAM_Amazonia/status/1859628968304882105
,Post,Maya do IPAM,IPAM_Amazonia,1859628965926773108,1,1,8,no,2024-11-21 10:04:30,Alerta vermelho na Amazônia! 🔥 O fogo o garimpo e o desmatamento estão devastando a floresta e intensificando as mudanças climáticas. Dados do SEEG mostram que as queimadas emitiram 315 milhões de toneladas de carbono equivalente entre junho e agosto. 😥 https://t.co/zT0Q3PKLVu,53736,934,8,11816,Sou da região amazônica e compartilho informações para todos serem #ProtetoresDaAmazônia. Pesquisadora no IPAM e apaixonada pelas florestas brasileiras 💚,https://pbs.twimg.com/profile_images/1452691174867841029/-XsxvtRP_normal.jpg,Amazônia Brasil,no,Twitter Web App,https://www.twitter.com/IPAM_Amazonia/status/1859628965926773108
,Post,Jσãσ Mαɾƈҽlσᶜʳᶠ 𝕏,Sir_JMarceloCRF,1859619674742251783,,,1,no,2024-11-21 09:27:35,LULA NO G20: desmatamento será erradicado até 2030 Lula verdadeiro: • Recorde de queimadas • ⁠Recorde de desmatamento Queimadas do amor! 🫶🏼 https://t.co/5YkvwMgr1F,1180,1156,1,16178,Estou aqui para escrever umas verdades algumas bostas e muito sarcasmo. Quer ler algo com conteúdo?Leia um livro!  Sócio Proprietário @Flamengo,https://pbs.twimg.com/profile_images/1855802212754112512/zGdtrlWf_normal.jpg,Setor Norte - Maracanã - RJ ,no,Twitter for Android,https://www.twitter.com/Sir_JMarceloCRF/status/1859619674742251783
,Post,Espíritos da Luz Protegei-nos!,NelsonClaudioF1,1859611701580329126,1,,5,no,2024-11-21 08:55:54,Fogo na Amazônia destruiu 10 vezes mais que desmatamento https://t.co/iUZolwN4kl,5276,6097,5,467198,Se queres ouvir o canto dos pássaros não os prenda na gaiola plante uma ou mais árvores assim estarás evitando o fim da natureza dos animais e das pessoas!,https://pbs.twimg.com/profile_images/1489931660279705602/jCMQZKmx_normal.jpg,Muda Brasil- Brasil !,no,Twitter for Android,https://www.twitter.com/NelsonClaudioF1/status/1859611701580329126
,Post,Pedrū,subMarinoPedro,1859608096944869700,,,2,no,2024-11-21 08:41:34,@RonaldoMorroni @folha Foi só uma rocha que o programa espacial chinês trouxe de uma expedição na lua quem atrapalhou Ibama e passou pano pra desmatamento e tráfico de madeira foi um ministro de um ex presidente que gostava de passar a boiadahttps://t.co/aNmqkD2yF4,104,1202,2,4537,Ele/dele  Não mono  Pan  Neurodivergente,https://pbs.twimg.com/profile_images/1823418815473979394/1Ua68GWw_normal.jpg,,no,Twitter for Android,https://www.twitter.com/subMarinoPedro/status/1859608096944869700
,Post,CNN Brasil,CNNBrasil,1859595469732643149,5,30,45,no,2024-11-21 07:51:24,O CEO do Carrefour na França Alexandre Bompard afirmou que a rede vai deixar de comercializar carnes oriundas do Mercosul visando a aprovação do acordo de livre comércio com a União Europeia (UE) e a lei anti-desmatamento do bloco. #LiveCNNBrasil https://t.co/jWjCDGw8D3,2811693,4,45,280711,Pense bem pense CNN. Acompanhe também pelo canal 577 app ou site.  ⚽ @esportescnn ⚡️ @cnnpop 💰 @cnneconomia 💵 @nolucrocnn,https://pbs.twimg.com/profile_images/1202609722257485824/NcFn6f7X_normal.jpg,São Paulo Brasil,no,Grabyo,https://www.twitter.com/CNNBrasil/status/1859595469732643149
,Post,Schaiana,schaianagrade,1859586563262345619,,1,1,no,2024-11-21 07:16:00,@softcassano Toda vez que chamam um homem de oppa uma árvore centenária é derrubada Stop desmatamento,610,699,1,98536,31415,https://pbs.twimg.com/profile_images/749828949472112640/FwNaQ6ye_normal.jpg,,no,Twitter for Android,https://www.twitter.com/schaianagrade/status/1859586563262345619
,Post,ESQUERDA NEWS 🌟🌵,EsquerdaNews13,1859585042034335756,1,,1,no,2024-11-21 07:09:58,CARLOS NOBRE: DESMATAMENTO PODE TRANSFORMAR A AMAZÔNIA EM UMA GRANDE SAVANA AFRICANA https://t.co/EKJ8zMzQRF,64904,11737,1,86082,#EsquerdistasSeguemEsquerdistas siga: @dilmabr @inst_lula @lulaoficial,https://pbs.twimg.com/profile_images/1500226108578537474/yFOev3ns_normal.jpg,Brasil,no,IFTTT,https://www.twitter.com/EsquerdaNews13/status/1859585042034335756
,Post,Viagem ao Passado,viagempassado,1859571134116638739,3,1,129,no,2024-11-21 06:14:42,Acredita-se que fatores como mudanças climáticas desmatamento guerras internas e a exploração excessiva dos recursos tenham levado ao colapso dos Rapa Nui. Esse declínio transformou a Ilha de Páscoa em um exemplo de como o uso insustentável pode devastar uma civilização. https://t.co/XBjBiSGO9f,133712,1010,129,31283,⏳Uma viagem pelo tempo 🚀Curiosidades em geral 💡 Nossa missão é espalhar conhecimento,https://pbs.twimg.com/profile_images/1711099187800977408/P1M8AQ9B_normal.jpg,,no,Twitter Web App,https://www.twitter.com/viagempassado/status/1859571134116638739
,Post,Viagem ao Passado,viagempassado,1859571127661601030,4,2,143,no,2024-11-21 06:14:40,5 - A Ilha de Páscoa e os MoaisOs Rapa Nui esculpiram os impressionantes moais. A ilha antes um ecossistema rico sofreu colapso devido ao desmatamento e uso excessivo de recursos. https://t.co/IH6r1XNDoA,133712,1010,143,31283,⏳Uma viagem pelo tempo 🚀Curiosidades em geral 💡 Nossa missão é espalhar conhecimento,https://pbs.twimg.com/profile_images/1711099187800977408/P1M8AQ9B_normal.jpg,,no,Twitter Web App,https://www.twitter.com/viagempassado/status/1859571127661601030
,Post,USTRA VIVE,ustravive3,1859559029611151394,,1,1,no,2024-11-21 05:26:36,@OGatoBH @Bhz2023 A lei antidesmatamento da UE é criticada pelos produtores e governos do Brasil e de outros países que exportam para a Europa uma vez que ela prevê a proibição de importados de áreas que foram desmatadas a partir de 2022 mesmo não havendo restrições ao desmatamento no local,711,549,1,17923,coronel antipositivo defesa da dentadura militar sionista kassabista internacionalista. Sou ateu USTRISSIMA DIREITA BOLSOMINION RAIZ não sou conservador,https://pbs.twimg.com/profile_images/1860554745787625472/Z5uhlgZn_normal.jpg,rua guaicurus 442 belzonte,no,Twitter Web App,https://www.twitter.com/ustravive3/status/1859559029611151394
,Post,carlos zanelatto💪👍🤜🇧🇷,carloszanelatto,1859556303456096313,1,,1,no,2024-11-21 05:15:46,Fogo na Amazônia destruiu 10 vezes mais que desmatamento  https://t.co/Skcr1M07WA,1892,1859,1,76147,,https://pbs.twimg.com/profile_images/1491049385161068547/9XYuZqy9_normal.jpg,São Paulo Brasil,no,Twitter Web App,https://www.twitter.com/carloszanelatto/status/1859556303456096313
,Post,Lucas Andre Negrini,__Negrini,1859538457049129201,,,2,no,2024-11-21 04:04:51,@detremura E o Brasil só melhorou né diminuíram os preços dos alimentos combustível baixou desmatamento recuou e o dólar também...(Contém Ironia),8,74,2,49,,https://pbs.twimg.com/profile_images/1667983789274939393/-0Jc9pkn_normal.jpg,Uberaba Brasil,no,Twitter for Android,https://www.twitter.com/__Negrini/status/1859538457049129201
,Post,UG'Gust Mídia Group,UGGustMidia,1859517571545883032,,,1,no,2024-11-21 02:41:51,Fogo na Amazônia destruiu 10 vezes mais que desmatamento https://t.co/zgcsupNEQ3,573,4021,1,23006,A Agência UgGust é um serviço de notícias global que traz para você análises exclusivas e opiniões sobre o Brasil a Argentina e o resto do mundo...,https://pbs.twimg.com/profile_images/1860250249408708608/-9e-37FT_normal.jpg,São Paulo Brasil,no,Twitter for Android,https://www.twitter.com/UGGustMidia/status/1859517571545883032
,Post,ChatoNaCausa,ChatoNaCausa,1859450948650700968,,1,2,no,2024-11-20 22:17:07,@geglobo Ansioso pelos textos amanhã sobre colonialismo fascismo violência contra mulher violência animal e desmatamento!,137,135,2,46663,Milhões de vasos sem nenhuma Flor,https://pbs.twimg.com/profile_images/1400082068646813708/3svS6sY4_normal.jpg,,no,Twitter Web App,https://www.twitter.com/ChatoNaCausa/status/1859450948650700968
,Post,Um amor de pessoa,AntonioUlisses8,1859428121683923431,,,3,no,2024-11-20 20:46:25,Mas o governo usa dados de desmatamento e diz que houve redução!! Lógico que houve pois se queimou tanto que não precisa desmatar.,10156,2993,3,77007,Bolsolulistas são uma doença!,https://pbs.twimg.com/profile_images/1766488187218604032/LudjefpR_normal.jpg,Rio de Janeiro Brasil,no,Twitter for iPhone,https://www.twitter.com/AntonioUlisses8/status/1859428121683923431
,Post,aline,khaleesisword,1859391855202345291,,,1,no,2024-11-20 18:22:18,pq arvore tem q ser contra o desmatamento?,1721,1205,1,66106,she took my coffee what's next? my soul?,https://pbs.twimg.com/profile_images/1852187206070263808/m1fOjESl_normal.jpg,fan account,no,Twitter for iPhone,https://www.twitter.com/khaleesisword/status/1859391855202345291
,Post,Rubinho Nunes,RubinhoNunes,1859379067692134752,896,60,2853,no,2024-11-20 17:31:29,LULA NO G20: desmatamento será erradicado até 2030 Lula verdadeiro: • Recorde de queimadas • ⁠Recorde de desmatamento Queimadas do amor! 🫶🏼 https://t.co/sMmgrvmDXQ,159408,502,2853,17486,🇧🇷 Vereador da Cidade de São Paulo Ⓜ️; 🚀 7º mais votado do Brasil com 101.549 votos; 🔇 Combatendo pancadões e bailes funk; 📱11 91199-5511,https://pbs.twimg.com/profile_images/1844183396383145992/R7bLiLkc_normal.jpg,São Paulo,no,Twitter for iPhone,https://www.twitter.com/RubinhoNunes/status/1859379067692134752
,Post,sofy៹ by jisung 合,wikzsoy,1859377019525431410,,1,,no,2024-11-20 17:23:21,cah até @chanbissexual sendo afavor do desmatamento!! https://t.co/4rfiOJlFj6,2265,2110,,51907,ㅤㅤ  ㅤ  #리노 it's my safe haven.,https://pbs.twimg.com/profile_images/1856081892979724288/BKnwoBB8_normal.jpg,✿     ๑     juntei todas as flores do mundo e estrelas do universo e mesmo assim não fui capaz de explicar o quanto eu amo você 𝘀𝗸𝘇.,no,Twitter for Android,https://www.twitter.com/wikzsoy/status/1859377019525431410
,Post,Vinícius,illuminaldo,1859373684928221281,,1,4,no,2024-11-20 17:10:06,@belematualidade Essa área verde aí se não for transformada num parque ou praça será desmatada em breve,487,155,4,17187,planet des visions,https://pbs.twimg.com/profile_images/1758677321802735616/bRFK8Kae_normal.jpg,Earth,no,Twitter Web App,https://www.twitter.com/illuminaldo/status/1859373684928221281
,Post,VampireMatt 🩸🦇,VampireMat,1859363768590840264,,,3,no,2024-11-20 16:30:42,Por que arvores tem que ser contra o desmatamento?,78,86,3,2394,Desde sempre servindo drama beleza e senso de humor duvidoso ❤️‍🔥,https://pbs.twimg.com/profile_images/1846359205550125056/N_GBBfkp_normal.jpg,Curitiba Brasil,no,Twitter for Android,https://www.twitter.com/VampireMat/status/1859363768590840264
,Post,SanGouMart,coyotenando,1859358106255348191,,,2,no,2024-11-20 16:08:12,Não foi desmatamento foi o fogo!!,1453,817,2,96551,“Na política e na vida a ignorância não é virtude” O fanatismo e a inteligência nunca moraram na mesma casa.,https://pbs.twimg.com/profile_images/823555015927271424/oL2uRRNw_normal.jpg,,no,Twitter for Android,https://www.twitter.com/coyotenando/status/1859358106255348191
,Post,Portal Estado do Pará Online,Estadopaonline,1859354882660237588,,,1,no,2024-11-20 15:55:23,Imagens que mostram parte do Parque Ambiental do Apehú na avenida Barão do Rio Branco em Castanhal desmatada estão gerando indignação nas redes sociais. Créditos: Castanhal Conectada https://t.co/h2W8HMAcUY,501,9,1,5839,Conta oficial do portal de notícias que mais cresce na audiência do público Paraense.,https://pbs.twimg.com/profile_images/1730287619169226752/n05E98EQ_normal.png,Pará,no,Twitter for iPhone,https://www.twitter.com/Estadopaonline/status/1859354882660237588
,Post,Nair Garcia Parra,NairGarciaParra,1859353339999420434,,1,1,no,2024-11-20 15:49:16,@formiga_perna @ATROMBETA3 Tudo que essa m@ldita direita fez foi desmatar ainda continuam desmaiando e acusado o presidente.,114,244,1,257,,https://pbs.twimg.com/profile_images/1504189706212458497/HAzvqrK0_normal.jpg,,no,Twitter for Android,https://www.twitter.com/NairGarciaParra/status/1859353339999420434
,Post,seco luchese,secoluchese,1859352543874384270,,,1,no,2024-11-20 15:46:06,@JornalOGlobo Por isso o desmatamento caiu.O fogo fez o serviço.Aí aparece a Marina do Fumaça  vangloriando-se.Demorou mas o jornalismo falou a realidade,669,1771,1,42157,Criador do Big Bang(Raul S é 1 muleq)  Gauchoq n acredita no Aquec Global  n faz part do politica/ corretoacha 1 atntado ao pensamento livr.,https://pbs.twimg.com/profile_images/3089022368/712da6a9f4b7c4ee8568b33111da1875_normal.jpeg,Sobradinho-RS-Brasil,no,Twitter for Android,https://www.twitter.com/secoluchese/status/1859352543874384270
,Post,rafael,o_frenny,1859351445637923159,,1,1,no,2024-11-20 15:41:44,Sim por que a causa do desmatamento e as mudanças climáticas são puramente pelo uso de inteligência artificial.,15,99,1,1651,eu queria mudar eu queria mudar,https://pbs.twimg.com/profile_images/1853935314965852160/bZjqJDmz_normal.jpg,rio de janeiro,no,Twitter for Android,https://www.twitter.com/o_frenny/status/1859351445637923159
,Post,50 mil é meu pau de óculos,50kdeVPN,1859331184125223269,,,1,no,2024-11-20 14:21:13,@JornalOGlobo Mas o desmatamento (lê-se: corte de árvores) caiu!Isso é importante foda-se o fogoVamos falar do GÓPI que nunca aconteceu!,71,448,1,5439,Essa conta está sendo atualizada por um representante legal no exterior. 📍Tangamandapio.,https://pbs.twimg.com/profile_images/1829809155349090304/h-jLpdAx_normal.jpg,Tangamandapio,no,Twitter for iPhone,https://www.twitter.com/50kdeVPN/status/1859331184125223269
,Post,Igor,IgorG_B__,1859325243271069984,,,3,no,2024-11-20 13:57:37,@Tah_twittando @g1 Aham porque desmatamento só existe na América do Sul. Europa só tem mata virgem 🤡,229,483,3,22874,,https://pbs.twimg.com/profile_images/1805716572574449664/kAOmVxvB_normal.jpg,São Carlos São Paulo Brasil,no,Twitter for Android,https://www.twitter.com/IgorG_B__/status/1859325243271069984
,Post,lila,microcons,1859319250961170725,1,,1,no,2024-11-20 13:33:48,pode:- construir hidrelétrica - construir usina nuclear- desmatar pra criar gado- meter asfalto onde for possível não pode:- tirar pedra do lugar,48,55,1,3924,mas eu nem existo 🏳️‍🌈,https://pbs.twimg.com/profile_images/1803962470257598464/ilyl4AOW_normal.jpg,,no,Twitter Web App,https://www.twitter.com/microcons/status/1859319250961170725
,Post,Windye,_yusui_,1859310726344737064,,,1,no,2024-11-20 12:59:56,Pq a Amazônia tem que ser contra o desmatamento?,100,2878,1,14408,Life is a party and I'm the pinata,https://pbs.twimg.com/profile_images/1849124075131592708/Xg493Sae_normal.jpg,Brasil,no,Twitter for Android,https://www.twitter.com/_yusui_/status/1859310726344737064
,Post,O Antagonista,o_antagonista,1859309730465972521,204,23,704,no,2024-11-20 12:55:58,Queimadas “do amor” destroem mais a Amazônia do que desmatamento https://t.co/Al4l6pyR5K.,1911107,1598,704,280215,O Antagonista | Jornalismo vigilante. Assine já: https://t.co/wwXi4lGwEl,https://pbs.twimg.com/profile_images/1754508288819916801/IkHqytzf_normal.jpg,,no,Twitter Web App,https://www.twitter.com/o_antagonista/status/1859309730465972521
,Post,Susto!🦇,sustomania,1859308692258361830,1,,1,no,2024-11-20 12:51:51,Segundo levantamento do Instituto Brasileiro de Geografia e Estatística (IBGE) a agricultura familiar responde por cerca de 70% dos alimentos consumidos no Brasil.Que se foda o agro que lucra com a grilagem desmatamento e destruição do solo,160,439,1,4195,Dj • Prod Musical • Prod cultural • Educador //  STREET SELCETA | TERRA A VISTA | RAGGACLUBBERZ https://t.co/LENimvOpZ3,https://pbs.twimg.com/profile_images/1761130828749295616/z4xw4d_1_normal.jpg,,no,Twitter Web App,https://www.twitter.com/sustomania/status/1859308692258361830
,Post,dudis,dwdxstos,1859301001313837211,,,1,no,2024-11-20 12:21:17,Pq arvore tem q ser contra desmatamento?,225,268,1,17003,Je ne sais pas parler français mas eu posso ate tentar,https://pbs.twimg.com/profile_images/1848435476744613888/tfQg2avk_normal.jpg,arquitortura por amor ,no,Twitter for Android,https://www.twitter.com/dwdxstos/status/1859301001313837211
,Post,Reinato_Abreu,REInato_11,1859285729391649139,,1,1,no,2024-11-20 11:20:36,@joaoguilherm O desmatamento acabou no governo do amor pq agora é desmatamento do bem ❤️❤️❤️,206,405,1,6608,urubu rei,https://pbs.twimg.com/profile_images/1847105170024398848/eN4X1LuV_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/REInato_11/status/1859285729391649139
,Post,Marcelo Braga Cabral,marcelobc87,1859271903447581160,2,1,30,no,2024-11-20 10:25:40,Somos a favor da moral cristã disseram aqueles que apoiam alguém que usou dinheiro público com prostituição que acabou com regulação ambiental acelerou desmatamento e contaminação dos solos; que xinga como come e amaldiçoa como respira 4/9,2426,870,30,3959,📚 PhD candidate | @vuamsterdam e @unicampoficial    💼 Gerente Editorial / Educação | @CristaosCiencia   📚 Mestre em Teologia (MTs) | @calvinseminary,https://pbs.twimg.com/profile_images/1860001305487364096/ulAHfSDj_normal.jpg,São Paulo,no,Twitter Web App,https://www.twitter.com/marcelobc87/status/1859271903447581160
,Post,Gilberto Júnior,Gilbert30207216,1859270401064575034,,1,2,no,2024-11-20 10:19:41,@piratadosol @camaradamachado Pior que eu acho possível e sou a favor de não desmatar. Tem várias explorações econômicas viáveis com elas de pé. Mas principalmente os países ricos deveriam nos pagar para manter a floresta. Sem aquela hipocrisia de Fundo Amazônia.,69,97,2,6151,🇧🇷🇷🇺🇮🇳🇨🇳🇿🇦🇸🇦🇪🇬🇦🇪🇮🇷🇪🇹,https://pbs.twimg.com/profile_images/1766564779806584832/HlyAGnOy_normal.jpg,,no,Twitter Web App,https://www.twitter.com/Gilbert30207216/status/1859270401064575034
,Post,malu,bergm44nn,1859267387742142767,,,3,no,2024-11-20 10:07:43,agenda verde = desmatamento é ruim,1743,1471,3,82356,the ugly and untalented gay,https://pbs.twimg.com/profile_images/1857446848148951040/alddf4ja_normal.jpg,praia clube,no,Twitter for iPhone,https://www.twitter.com/bergm44nn/status/1859267387742142767
,Post,bê letrista ✶,b_martinhao,1859266742427496566,,,5,no,2024-11-20 10:05:09,dos mesmos criadores do movimento árvores com o desmatamento!!!,192,187,5,4101,eu discordo completamente da minha própria opinião  https://t.co/elcxhDulAm,https://pbs.twimg.com/profile_images/1826593544422744064/w3ccmdIu_normal.jpg,letras usp,no,Twitter for Android,https://www.twitter.com/b_martinhao/status/1859266742427496566
,Post,Rodrigo Pacheco Quintanilha,QuintanilhaRod,1859261391829373179,,,1,no,2024-11-20 09:43:53,@joaoguilherm Lógico que não João! Falar de desmatamento só quando o presidente for de direita! Nestes últimos anos com o governo de esquerda a Amazônia está um “brinco” 😂,48,174,1,776,🤫,https://pbs.twimg.com/profile_images/1785424365573586945/pWlcsV3u_normal.jpg,Rio de Janeiro Brasil,no,Twitter for iPhone,https://www.twitter.com/QuintanilhaRod/status/1859261391829373179
,Post,john lennon #ForaAbel,jlennonmeiras,1859261241916629126,,1,1,no,2024-11-20 09:43:18,@BlightSEP a galera acha que mesmo sendo de minoria você tem que apoiar a direita como se não tivesse nada a ver. tipo ser gay/negro de direita sendo que esse posicionamento político é igual árvores com o desmatamento,297,621,1,29310,eu não me importo com o que você diz a não ser que seja sobre mim,https://pbs.twimg.com/profile_images/1857968778224578560/UwRjtmFS_normal.jpg,sabs 💍,no,Twitter for iPhone,https://www.twitter.com/jlennonmeiras/status/1859261241916629126
,Post,Henrique Antoun,antounh,1859257363858895357,,,1,no,2024-11-20 09:27:53,Parar com o desmatamento na Gávea! Segurança  das populações https://t.co/LEgzYlt67A via @change_br,6264,6387,1,270038,I'm fighting against the immobility in the heart of will and the immutability in the wish of desire. Against boredom the gods themselves fight in vain.,https://pbs.twimg.com/profile_images/869249950789640197/VWu5mvH8_normal.jpg,On Line,no,Twitter Web App,https://www.twitter.com/antounh/status/1859257363858895357
,Post,João Menezes 🍄,menezesjoaum,1859256875667120556,,,4,no,2024-11-20 09:25:57,eu amo quando ela fala pra desmatar o frango,1644,1146,4,69924,,https://pbs.twimg.com/profile_images/1805796669901996032/OgpbwZVO_normal.jpg,Goiânia Brasil,no,Twitter for iPhone,https://www.twitter.com/menezesjoaum/status/1859256875667120556
,Post,joaoguilherme,joaoguilherm,1859250422520713464,59,169,1260,no,2024-11-20 09:00:18,Uma dúvida : no G20 falaram sobre o alto nível de desmatamento que temos na Amazônia ? Apresentaram soluções para o tema ?,395328,3239,1260,124576,Narrador e Apresentador @paramountplusbr Instagram @joaoguilherm,https://pbs.twimg.com/profile_images/1824597152347136000/sG_GlZZP_normal.jpg,rio de janeiro,no,Twitter for iPhone,https://www.twitter.com/joaoguilherm/status/1859250422520713464
,Post,Victor Ventura,Victinhu,1859241994788250034,,1,2,no,2024-11-20 08:26:49,@Ramon4lan Já tá tudo queimado. Não tem o que desmatar 😂,2657,3199,2,27931,A liberdade individual a moralidade e a espiritualidade são valores fundamentais que devem ser defendidos a todo custo.,https://pbs.twimg.com/profile_images/1833703805063462913/yq3UizsH_normal.jpg,Santos-SP,no,Twitter for iPhone,https://www.twitter.com/Victinhu/status/1859241994788250034
,Post,victor,ilovbeingbasic,1859236436098093075,,,2,no,2024-11-20 08:04:43,pq árvore tem que ser contra o desmatamento?,218,409,2,18558,reclame aqui,https://pbs.twimg.com/profile_images/1787302426745217024/upmtnW09_normal.jpg,Salvador Bahia,no,Twitter for iPhone,https://www.twitter.com/ilovbeingbasic/status/1859236436098093075
,Post,Resistência Nacional,resistenci13466,1859220600323011013,,,1,no,2024-11-20 07:01:48,@bebelatweets @_Stalinspears_ Não precisamos. O governo não faz nada por má vontade. Entrega a Amazônia à diversas ONGs estrangeiras e não permite que infraestrutura essencial seja construída pra viabilizar o acesso e facilitar a ação da lei contra desmatamento ilegal. Também não mexem com o agro,22,,1,708,Por um Brasil forte e independente,https://pbs.twimg.com/profile_images/1745203974335016960/NU_OC7XF_normal.jpg,,no,Twitter Web App,https://www.twitter.com/resistenci13466/status/1859220600323011013
,Post,GeoTrends,geotrendsx,1859219947592773895,,1,1,no,2024-11-20 06:59:12,@Ramon4lan Por que não teve desmatamento os incêndios destruíram tudo antes não teve o que desmatar🤔,528,701,1,2190,Stay Ahead. Stay Informed.,https://pbs.twimg.com/profile_images/1850606589914308608/vW-HFacn_normal.jpg,,no,Twitter Web App,https://www.twitter.com/geotrendsx/status/1859219947592773895
,Post,sthe,PEDRILT8N,1859218980893847762,,,8,no,2024-11-20 06:55:22,esperar que o h0rn3r apoie uma mulher é o mesmo que esperar que uma arvore apoie o desmatamento,708,283,8,10523,lewis you drive i do the hating,https://pbs.twimg.com/profile_images/1817434043518005248/W-5qbskE_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/PEDRILT8N/status/1859218980893847762
,Post,Matheus Ulhoa,VelosoMatheus12,1859211198639612241,1,1,9,no,2024-11-20 06:24:26,@InvestidorCaut1 Análise rasaSubsídios vão boa parte para agrorentista exportador de monoculturaEles exportam e o lucro remetem para o exteriorComo tudo é monocultura nossa pagamos caro no q consumimos  arroz feijão trigoE ficamos com o desmatamento envenenamento do solo e da água,100,843,9,29,advogado,https://pbs.twimg.com/profile_images/1606354992142614529/1ricAEfL_normal.jpg,Brasília Brazil,no,Twitter for Android,https://www.twitter.com/VelosoMatheus12/status/1859211198639612241
,Post,Abner,abe_eon,1859206664223633884,,1,2,no,2024-11-20 06:06:25,@bbbrezenski Podia estar sendo treinado pra combater incêndios em massa combatendo grilagem e garimpo pesadamente no arco do desmatamento planejando e executando reflorestamento em lugares estratégicos… consigo pensar em muitos usos benéficos pra essa força.,980,1520,2,2262,Criador e criatura do canal ABC Terra🌏 @abcterra_,https://pbs.twimg.com/profile_images/1860424001958408192/tIjFfTtD_normal.jpg,Indaiatuba Brasil,no,Twitter for iPhone,https://www.twitter.com/abe_eon/status/1859206664223633884
,Post,Thuane,thuxthuane,1859196442750996668,,1,1,no,2024-11-20 05:25:48,@palhac1ta @Roberto70841012 @ceello__ @tuittakarla @porrarafy @EHVSnoww @VictorDeimos Você falou muita merda kkkkk o desmatamento vem do agro negócio pra criar pasto as pessoas ocupando é uma porcentagem ínfima,7523,1492,1,47873,falando gracinhas e de vez em quando uma militância @perifaconnect,https://pbs.twimg.com/profile_images/1648477213916815360/i75854D-_normal.jpg,Cria da Vila Operária,no,Twitter Web App,https://www.twitter.com/thuxthuane/status/1859196442750996668
,Post,Nilo Bezerra,nilobezerra,1859188241603133501,1,,1,no,2024-11-20 04:53:13,Não tem jeito!Vai de reunião com Embaixadores ao genocídio indígena genocídio pela pandemia desmatamento na Amazônia incêndios na floresta vazamento de dados de investigação sigilosa declarações contra vacinas interferência...Texto completo ===&gt; https://t.co/d3lx7QQVzq https://t.co/wzVhvtmW6n,1489,690,1,14561,Um velho engenheiro aposentado que combate o ócio tentando escrever textos inspirados nos acontecimentos do cotidiano.,https://pbs.twimg.com/profile_images/1778353942851706880/uoCytSFY_normal.jpg,Fortaleza Ceará ,no,Twitter Web App,https://www.twitter.com/nilobezerra/status/1859188241603133501
,Post,Ramon A. Lage 🥊,Ramon4lan,1859187685216174220,18,6,97,no,2024-11-20 04:51:00,Por que o desmatamento só cai esse ano?Resposta: https://t.co/8zoCMnpYI2,8752,411,97,71147,Economia / Política / Esportes / Opiniões diversas,https://pbs.twimg.com/profile_images/1534478701886414852/rOPboMB5_normal.jpg,Minas Gerais,no,Twitter Web App,https://www.twitter.com/Ramon4lan/status/1859187685216174220
,Post,Comentador,CuthbertFRafael,1859178209859768756,,1,1,no,2024-11-20 04:13:21,@felipetititi71 @carlaaamelio @nyczelenski @AdrielAAB Não vão desmatar porque têm planos pra conservar suas florestas seu saco de m3r-d4. Corta pras Reservas de Mata Atlântica do Sudeste sendo Patrimônio Mundial da UNESCO. Mas esperar o que de um esterco que deve morar no Acre q não pesquisa?,223,1034,1,6856,Perfil compartilhado.,https://pbs.twimg.com/profile_images/1511688931603103754/_51_XgA3_normal.jpg,,no,Twitter Web App,https://www.twitter.com/CuthbertFRafael/status/1859178209859768756
